TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
12,동작,노인,일반,73,관리자,2등급,20220302,M
1,춘천,성인,일반,58,관리자,1등급,20220302,F
1,동작,성인,일반,23,관리자,참가증,20220302,M
1,고양,노인,일반,65,관리자,참가증,20220302,M
1,안산,성인,일반,58,관리자,3등급,20220302,M
4,안산,노인,일반,82,관리자,3등급,20220302,M
1,삼척,성인,일반,61,관리자,2등급,20220302,M
1,강동,성인,일반,61,관리자,참가증,20220302,M
3,곡성,성인,일반,50,관리자,참가증,20220302,F
3,성남,노인,일반,75,관리자,3등급,20220302,M
2,의정부,노인,일반,66,관리자,3등급,20220302,M
3,의정부,노인,일반,78,관리자,2등급,20220302,M
1,시흥,성인,일반,27,관리자,3등급,20220302,F
11,마포,성인,일반,21,관리자,2등급,20220302,M
4,의정부,노인,일반,76,관리자,3등급,20220302,M
5,강동,노인,일반,74,관리자,참가증,20220302,M
1,동작,성인,일반,61,관리자,1등급,20220302,M
2,고양,노인,일반,65,관리자,3등급,20220302,F
3,KSPO광주,성인,일반,22,관리자,2등급,20220302,M
2,오산,성인,일반,53,관리자,참가증,20220302,F
1,KSPO송파,성인,일반,23,관리자,2등급,20220302,M
1,목포,성인,일반,53,관리자,참가증,20220302,F
6,고양,성인,일반,21,관리자,2등급,20220302,F
1,사하,청소년,일반,18,관리자,3등급,20220302,M
10,안산,성인,일반,59,관리자,참가증,20220302,F
1,동구(광주),성인,일반,22,관리자,참가증,20220302,F
2,사천,청소년,일반,14,관리자,참가증,20220302,M
1,청주,노인,일반,75,관리자,참가증,20220302,M
1,의정부,성인,일반,26,관리자,3등급,20220302,F
4,남구(울산),성인,일반,63,관리자,참가증,20220302,M
1,KSPO송파,성인,일반,28,관리자,참가증,20220302,F
1,중구(서울),성인,출장,62,관리자,참가증,20220302,M
4,오산,노인,일반,79,관리자,2등급,20220302,M
2,화성,노인,일반,72,관리자,3등급,20220302,F
4,동작,성인,일반,20,관리자,참가증,20220302,F
7,안산,노인,일반,71,관리자,3등급,20220302,M
2,동작,성인,일반,27,관리자,3등급,20220302,M
1,연수,성인,일반,24,,3등급,20220302,M
2,강북,노인,일반,66,,2등급,20220302,M
1,중구(서울),성인,일반,61,,참가증,20220302,M
1,동구(인천),성인,일반,19,,3등급,20220302,M
1,KSPO대구,성인,일반,23,,3등급,20220302,M
1,수원,성인,일반,62,,2등급,20220302,F
2,연제,성인,일반,30,,3등급,20220302,M
4,강북,노인,일반,68,,3등급,20220302,M
1,연제,성인,일반,26,,참가증,20220302,F
3,수원,성인,일반,64,,3등급,20220302,M
2,연제,성인,일반,25,,1등급,20220302,M
2,KSPO송파,성인,일반,19,,1등급,20220302,F
1,서대문,성인,일반,61,,3등급,20220302,M
1,영주,성인,일반,62,,참가증,20220302,F
1,영주,성인,일반,57,,참가증,20220302,F
1,서대문,노인,일반,66,,3등급,20220302,M
1,KSPO대구,성인,일반,27,,참가증,20220302,F
3,강동,성인,일반,57,관리자,2등급,20220302,M
3,화성,노인,일반,79,관리자,3등급,20220302,M
2,의정부,성인,일반,22,관리자,3등급,20220302,F
1,수원,성인,일반,21,,참가증,20220302,M
3,수원,노인,일반,69,,3등급,20220302,M
1,KSPO송파,노인,일반,71,관리자,3등급,20220302,M
3,수원,노인,일반,66,,2등급,20220302,F
2,동구(인천),성인,일반,22,,2등급,20220302,M
2,KSPO송파,성인,일반,19,,3등급,20220302,F
4,KSPO송파,노인,일반,65,관리자,참가증,20220302,M
1,서구(대전),성인,일반,20,관리자,1등급,20220302,M
2,광주,노인,일반,78,관리자,3등급,20220302,M
7,창원,청소년,일반,18,관리자,2등급,20220302,M
4,오산,노인,일반,75,관리자,2등급,20220302,M
1,남구(울산),성인,일반,26,관리자,참가증,20220302,M
1,고양,성인,일반,20,관리자,참가증,20220302,F
1,창원,청소년,일반,18,관리자,3등급,20220302,M
1,성남,성인,일반,63,관리자,2등급,20220302,M
1,강동,성인,일반,61,관리자,참가증,20220302,M
1,화성,노인,일반,65,관리자,참가증,20220302,F
2,동구(인천),노인,일반,65,,2등급,20220302,M
1,강동,성인,일반,60,관리자,참가증,20220302,M
1,의정부,노인,일반,66,관리자,3등급,20220302,M
1,KSPO광주,성인,일반,59,관리자,참가증,20220302,F
2,동작,노인,일반,75,관리자,참가증,20220302,M
2,중구(서울),성인,일반,59,관리자,참가증,20220302,M
3,포항,성인,일반,60,인바디,1등급,20220302,M
3,원주,성인,일반,54,관리자,참가증,20220302,F
1,고양,성인,일반,50,관리자,3등급,20220302,F
10,영암,성인,일반,25,관리자,참가증,20220302,M
1,순천,성인,일반,51,관리자,3등급,20220302,F
2,창원,성인,일반,46,관리자,참가증,20220302,F
1,영동,성인,일반,63,관리자,2등급,20220302,M
3,동작,성인,일반,64,관리자,3등급,20220302,M
4,고양,노인,일반,80,관리자,2등급,20220302,M
1,강북,노인,일반,65,,3등급,20220302,M
6,KSPO대구,성인,일반,24,,참가증,20220302,F
3,수원,노인,일반,82,,참가증,20220302,M
2,양평,노인,일반,66,,참가증,20220302,M
1,KSPO대구,노인,일반,70,,3등급,20220302,F
2,동구(부산),노인,일반,75,,3등급,20220302,F
2,강북,성인,일반,55,,1등급,20220302,M
1,KSPO대구,성인,일반,27,,참가증,20220302,F
1,중구(서울),노인,일반,79,,2등급,20220302,M
2,동구(인천),성인,일반,64,,참가증,20220302,M
2,KSPO대구,성인,일반,20,,1등급,20220302,F
2,시흥,노인,일반,74,관리자,2등급,20220302,M
1,강북,성인,일반,57,,참가증,20220302,M
1,태백,성인,일반,23,관리자,3등급,20220302,F
3,안산,노인,일반,75,관리자,1등급,20220302,M
4,오산,성인,일반,61,관리자,참가증,20220302,F
3,서구(광주),성인,일반,58,관리자,참가증,20220302,M
1,청주,노인,일반,69,관리자,3등급,20220302,F
2,서구(대전),성인,일반,43,관리자,3등급,20220302,M
1,마포,성인,일반,19,관리자,참가증,20220302,M
1,남구(울산),성인,일반,25,관리자,참가증,20220302,M
1,강동,성인,일반,28,관리자,참가증,20220302,M
2,신안,성인,일반,27,관리자,참가증,20220302,F
3,포천,성인,일반,59,관리자,2등급,20220302,F
1,순천,성인,일반,54,관리자,참가증,20220302,F
3,KSPO대구,성인,일반,42,,참가증,20220302,F
2,강북,노인,일반,67,,3등급,20220302,M
1,동구(부산),성인,일반,60,,참가증,20220302,F
1,KSPO대구,성인,일반,28,,참가증,20220302,M
3,강동,노인,일반,67,관리자,참가증,20220303,F
4,안산,노인,일반,78,관리자,3등급,20220303,M
1,제주,성인,일반,29,관리자,1등급,20220303,F
1,오산,성인,일반,57,관리자,참가증,20220303,M
1,오산,노인,일반,65,관리자,참가증,20220303,M
1,나주,성인,일반,61,관리자,2등급,20220303,F
1,정읍,노인,일반,71,관리자,3등급,20220303,M
1,원주,성인,일반,24,관리자,참가증,20220303,M
2,서구(대전),성인,일반,63,관리자,1등급,20220303,M
1,KSPO송파,노인,일반,69,관리자,3등급,20220303,M
5,오산,성인,일반,61,관리자,3등급,20220303,F
2,동작,노인,일반,71,관리자,1등급,20220303,M
1,KSPO송파,성인,일반,21,관리자,1등급,20220303,M
1,원주,성인,일반,24,관리자,참가증,20220303,F
2,의정부,노인,일반,67,관리자,1등급,20220303,M
3,서구(광주),노인,일반,79,관리자,참가증,20220303,M
4,사상,성인,일반,24,관리자,1등급,20220303,F
4,의정부,노인,일반,71,관리자,3등급,20220303,M
3,포항,성인,일반,61,인바디,3등급,20220303,M
1,서대문,성인,일반,27,,참가증,20220303,F
3,수원,노인,일반,86,,2등급,20220303,M
3,수원,노인,일반,75,,3등급,20220303,M
2,서대문,노인,일반,66,,3등급,20220303,M
4,강북,노인,일반,75,,1등급,20220303,M
2,KSPO송파,청소년,일반,18,,1등급,20220303,M
1,서대문,노인,일반,69,,3등급,20220303,F
2,KSPO대구,노인,일반,72,,참가증,20220303,M
1,북구(광주),성인,일반,57,관리자,참가증,20220303,F
2,고양,노인,일반,77,관리자,참가증,20220303,M
3,KSPO송파,노인,일반,72,,2등급,20220303,F
1,수원,성인,일반,42,,참가증,20220303,M
1,KSPO송파,성인,일반,58,,3등급,20220303,F
1,서구(대전),성인,일반,63,관리자,참가증,20220303,F
1,부천,노인,일반,72,관리자,참가증,20220303,M
37,달서,성인,일반,46,인바디,3등급,20220303,F
1,화성,노인,일반,69,관리자,1등급,20220303,F
1,원주,노인,출장,81,관리자,참가증,20220303,F
1,동작,노인,일반,68,관리자,2등급,20220303,F
3,영암,성인,일반,59,관리자,참가증,20220303,F
2,세종,성인,일반,43,관리자,2등급,20220303,F
1,연제,노인,일반,71,,참가증,20220303,F
1,강북,노인,일반,65,,참가증,20220303,M
1,수원,성인,일반,19,,참가증,20220303,M
1,강북,성인,일반,64,,3등급,20220303,M
1,KSPO송파,성인,일반,23,,2등급,20220303,M
6,강북,노인,일반,71,,1등급,20220303,M
1,시흥,성인,일반,53,관리자,참가증,20220303,M
5,양평,성인,일반,28,관리자,3등급,20220303,F
1,수원,성인,일반,31,,참가증,20220303,M
4,KSPO대구,노인,일반,67,,2등급,20220303,F
3,의정부,노인,일반,66,관리자,3등급,20220303,M
8,서구(대전),노인,일반,67,관리자,1등급,20220303,F
1,원주,노인,출장,69,관리자,참가증,20220303,F
2,서대문,노인,일반,65,,3등급,20220303,M
6,고양,성인,일반,21,관리자,참가증,20220303,M
3,의정부,노인,일반,70,관리자,3등급,20220303,M
1,원주,노인,출장,84,관리자,3등급,20220303,F
1,원주,노인,출장,70,관리자,참가증,20220303,F
3,마포,노인,일반,67,관리자,참가증,20220303,F
10,시흥,노인,일반,71,관리자,2등급,20220303,F
2,남구(울산),성인,일반,38,관리자,참가증,20220303,M
1,원주,성인,일반,24,관리자,참가증,20220303,M
1,원주,성인,일반,27,관리자,참가증,20220303,M
1,동작,노인,일반,68,관리자,1등급,20220303,M
1,KSPO송파,노인,일반,69,관리자,2등급,20220303,M
1,원주,노인,출장,72,관리자,3등급,20220303,F
1,무안,성인,일반,19,관리자,참가증,20220303,M
1,목포,성인,일반,29,관리자,참가증,20220303,F
1,고양,성인,일반,64,관리자,참가증,20220303,M
2,남구(울산),성인,일반,21,관리자,3등급,20220303,M
1,순천,성인,일반,61,관리자,3등급,20220303,F
3,수원,노인,일반,77,,2등급,20220303,F
1,성남,노인,일반,69,관리자,2등급,20220303,F
1,신안,청소년,일반,18,관리자,참가증,20220303,M
1,청주,성인,일반,23,관리자,참가증,20220303,M
1,강동,성인,일반,30,관리자,3등급,20220303,M
1,동구(부산),노인,일반,66,,참가증,20220303,F
3,오산,노인,일반,75,관리자,3등급,20220303,M
4,오산,노인,일반,74,관리자,참가증,20220303,M
1,남구(울산),성인,일반,27,관리자,1등급,20220303,F
2,강동,노인,일반,71,관리자,3등급,20220303,M
3,화성,노인,일반,66,관리자,3등급,20220303,M
3,사하,성인,일반,19,관리자,2등급,20220303,M
2,성남,노인,일반,73,관리자,2등급,20220303,M
2,동구(인천),성인,일반,21,,참가증,20220303,M
2,강북,성인,일반,60,,참가증,20220303,M
2,서대문,성인,일반,20,,3등급,20220303,M
1,KSPO송파,성인,일반,63,,참가증,20220303,M
3,동구(인천),성인,일반,21,,참가증,20220303,M
1,KSPO대구,성인,일반,31,,3등급,20220303,M
1,연수,성인,일반,28,,3등급,20220303,F
1,KSPO대구,성인,일반,25,,2등급,20220303,M
1,중구(서울),성인,일반,27,,참가증,20220303,F
1,KSPO송파,성인,일반,26,,3등급,20220303,F
1,연수,성인,일반,30,,참가증,20220303,F
2,남원,성인,일반,25,관리자,3등급,20220303,M
1,마포,성인,일반,64,관리자,3등급,20220303,M
2,광주,노인,일반,68,관리자,3등급,20220303,F
1,KSPO송파,성인,일반,31,관리자,3등급,20220303,M
2,신안,성인,일반,19,관리자,3등급,20220303,M
5,신안,성인,일반,45,관리자,참가증,20220303,M
3,부천,노인,일반,77,관리자,3등급,20220303,F
1,마포,성인,일반,62,관리자,참가증,20220303,M
1,서대문,성인,일반,27,관리자,참가증,20220303,F
2,성남,노인,일반,77,관리자,3등급,20220303,F
2,시흥,성인,일반,61,관리자,참가증,20220303,F
2,화성,성인,일반,44,관리자,참가증,20220303,M
4,양평,성인,일반,60,관리자,참가증,20220303,F
2,영암,성인,일반,57,관리자,참가증,20220303,F
2,북구(광주),성인,일반,21,관리자,참가증,20220303,M
4,오산,노인,일반,77,관리자,2등급,20220303,F
1,강동,노인,일반,73,관리자,2등급,20220303,F
1,시흥,성인,일반,29,관리자,3등급,20220303,F
1,서구(광주),성인,일반,34,관리자,3등급,20220303,F
1,화성,성인,일반,60,관리자,참가증,20220303,F
1,성남,성인,일반,52,관리자,참가증,20220303,M
3,광주,노인,일반,73,관리자,1등급,20220303,M
4,오산,노인,일반,75,관리자,1등급,20220303,M
1,춘천,성인,일반,56,관리자,참가증,20220303,M
1,서구(대전),노인,일반,65,관리자,참가증,20220303,F
1,KSPO송파,노인,일반,74,관리자,2등급,20220303,M
3,고양,노인,일반,71,관리자,3등급,20220303,F
1,양평,성인,일반,26,관리자,참가증,20220303,M
6,고양,노인,일반,74,관리자,3등급,20220303,M
3,동작,노인,일반,68,관리자,1등급,20220303,F
3,동작,성인,일반,29,관리자,1등급,20220303,M
1,동작,성인,일반,21,관리자,참가증,20220303,F
1,서구(대전),노인,일반,65,관리자,참가증,20220303,F
1,강동,노인,일반,66,관리자,3등급,20220303,F
3,부천,노인,일반,72,관리자,2등급,20220303,F
2,시흥,노인,일반,66,관리자,3등급,20220303,F
1,강동,노인,일반,65,관리자,2등급,20220303,M
1,마포,성인,일반,61,관리자,3등급,20220303,M
1,증평,노인,일반,73,관리자,1등급,20220303,F
13,달서,노인,일반,67,관리자,3등급,20220303,F
1,서구(대전),성인,일반,63,관리자,참가증,20220303,F
1,마포,성인,일반,28,관리자,3등급,20220303,M
1,마포,성인,일반,51,관리자,참가증,20220303,F
1,화성,성인,일반,62,관리자,참가증,20220303,F
1,정읍,노인,일반,71,관리자,참가증,20220303,M
2,마포,성인,일반,64,관리자,3등급,20220303,M
1,마포,성인,일반,28,관리자,3등급,20220303,M
2,오산,노인,일반,75,관리자,2등급,20220303,M
2,시흥,노인,일반,70,관리자,3등급,20220303,M
1,남구(울산),성인,일반,32,관리자,2등급,20220303,M
1,안산,노인,일반,65,관리자,참가증,20220303,F
1,영암,성인,일반,58,관리자,참가증,20220303,M
3,충주,성인,일반,23,관리자,참가증,20220303,M
1,원주,노인,출장,78,관리자,참가증,20220303,M
7,화성,노인,일반,75,관리자,참가증,20220303,M
1,동작,성인,일반,19,관리자,참가증,20220303,M
5,남구(울산),성인,일반,32,관리자,2등급,20220303,M
2,KSPO광주,노인,일반,66,관리자,2등급,20220303,M
1,남구(울산),성인,일반,34,관리자,참가증,20220303,M
1,마포,성인,일반,52,관리자,2등급,20220303,M
1,시흥,성인,일반,26,관리자,참가증,20220303,F
1,목포,노인,일반,65,관리자,3등급,20220303,F
2,광주,노인,일반,65,관리자,2등급,20220303,M
2,KSPO광주,청소년,일반,18,관리자,참가증,20220303,M
2,광주,노인,일반,71,관리자,3등급,20220303,M
1,KSPO송파,노인,일반,71,관리자,참가증,20220303,M
2,창원,성인,일반,26,관리자,3등급,20220303,F
3,시흥,성인,일반,20,관리자,3등급,20220303,M
4,동작,노인,일반,75,관리자,참가증,20220303,M
1,목포,성인,일반,61,관리자,1등급,20220303,M
1,화성,노인,일반,66,관리자,3등급,20220303,F
3,고양,성인,일반,64,관리자,참가증,20220303,M
1,화성,성인,일반,56,관리자,참가증,20220303,M
1,남구(울산),성인,일반,28,관리자,참가증,20220303,F
1,삼척,성인,일반,57,관리자,참가증,20220303,M
3,고양,노인,일반,76,관리자,2등급,20220303,M
3,천안,성인,일반,28,관리자,1등급,20220303,M
4,강북,노인,일반,67,,참가증,20220303,M
5,화성,노인,일반,72,관리자,3등급,20220303,F
2,고양,성인,일반,56,관리자,2등급,20220303,F
4,KSPO광주,성인,일반,22,관리자,3등급,20220303,M
1,오산,성인,일반,60,관리자,참가증,20220303,F
1,서구(광주),성인,일반,20,관리자,2등급,20220303,M
1,강동,성인,일반,20,관리자,참가증,20220303,F
1,신안,청소년,일반,18,관리자,2등급,20220303,M
1,서구(대전),노인,일반,67,관리자,1등급,20220303,F
1,동작,성인,일반,62,관리자,참가증,20220303,M
1,화성,성인,일반,29,관리자,참가증,20220303,M
4,고양,성인,일반,61,관리자,3등급,20220303,M
2,광주,노인,일반,74,관리자,3등급,20220303,M
2,곡성,노인,일반,80,관리자,1등급,20220303,F
2,신안,성인,일반,54,관리자,1등급,20220303,M
1,강동,노인,일반,67,관리자,2등급,20220303,M
1,중구(서울),노인,일반,74,,3등급,20220303,F
2,KSPO대구,노인,일반,69,,2등급,20220303,F
1,연제,노인,일반,73,,참가증,20220303,M
1,연제,노인,일반,73,,참가증,20220303,F
3,양평,노인,일반,66,,3등급,20220303,M
2,연수,성인,일반,27,,참가증,20220303,M
3,서대문,성인,일반,30,,참가증,20220303,M
