TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,중구(서울),청소년,출장,15,관리자,참가증,20220411,F
1,나주,청소년,출장,18,관리자,3등급,20220411,F
1,남구(부산),청소년,출장,14,관리자,2등급,20220411,F
1,군산,노인,일반,67,관리자,참가증,20220411,M
2,남원,청소년,출장,15,관리자,참가증,20220411,M
2,남원,청소년,출장,15,관리자,3등급,20220411,M
1,중구(서울),청소년,출장,18,관리자,1등급,20220411,F
1,중구(서울),청소년,출장,17,관리자,참가증,20220411,F
1,목포,청소년,출장,18,관리자,참가증,20220411,F
1,성남,청소년,출장,15,관리자,참가증,20220411,F
1,성남,청소년,출장,15,관리자,3등급,20220411,F
1,성남,청소년,출장,16,관리자,3등급,20220411,M
2,성남,청소년,출장,16,관리자,참가증,20220411,F
2,성남,청소년,출장,17,관리자,2등급,20220411,F
2,부천,청소년,출장,17,관리자,3등급,20220411,F
1,부천,청소년,출장,16,관리자,참가증,20220411,M
1,성남,청소년,출장,16,관리자,참가증,20220411,F
2,남원,청소년,출장,15,관리자,2등급,20220411,M
1,목포,청소년,출장,17,관리자,3등급,20220411,F
1,부천,청소년,출장,16,관리자,참가증,20220411,F
4,목포,청소년,출장,17,관리자,참가증,20220411,F
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
1,무안,청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,부천,청소년,출장,15,관리자,참가증,20220411,M
1,무안,청소년,출장,14,관리자,3등급,20220411,F
2,부천,청소년,출장,17,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
1,성남,청소년,출장,16,관리자,참가증,20220411,F
1,중구(서울),청소년,출장,16,관리자,참가증,20220411,F
2,성남,청소년,출장,16,관리자,참가증,20220411,M
1,경산,성인,출장,19,관리자,참가증,20220411,M
1,중구(서울),청소년,출장,16,관리자,참가증,20220411,F
1,중구(서울),청소년,출장,16,관리자,참가증,20220411,F
1,성남,청소년,출장,16,관리자,참가증,20220411,M
1,무안,청소년,출장,15,관리자,참가증,20220411,F
2,부천,청소년,출장,17,관리자,3등급,20220411,F
4,익산,청소년,출장,18,관리자,2등급,20220411,F
1,전주,청소년,출장,13,관리자,3등급,20220411,F
5,사상,성인,일반,32,관리자,1등급,20220411,M
1,나주,청소년,출장,17,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,나주,청소년,출장,18,관리자,2등급,20220411,M
2,남원,청소년,출장,15,관리자,3등급,20220411,F
1,나주,청소년,출장,17,관리자,참가증,20220411,F
1,동작,성인,일반,61,관리자,3등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,수원,성인,일반,22,,참가증,20220411,F
1,수원,성인,일반,48,,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,동구(광주),성인,출장,20,관리자,참가증,20220411,M
5,익산,청소년,출장,18,관리자,참가증,20220411,M
2,남구(울산),청소년,출장,16,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,성동,성인,일반,43,관리자,참가증,20220411,M
1,사천,청소년,출장,13,관리자,참가증,20220411,M
1,사천,청소년,출장,13,관리자,참가증,20220411,M
1,충주,청소년,출장,14,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,F
1,경산,성인,출장,22,관리자,3등급,20220411,M
2,남원,청소년,출장,14,관리자,참가증,20220411,M
1,사천,유소년,출장,12,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,F
3,KSPO대구,성인,일반,19,,3등급,20220411,M
1,서구(광주),청소년,출장,13,관리자,3등급,20220411,F
1,사천,유소년,출장,12,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,참가증,20220411,M
1,강릉,청소년,출장,13,관리자,참가증,20220411,M
3,강동,청소년,일반,15,,2등급,20220411,M
1,강릉,청소년,출장,13,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
2,남원,청소년,출장,15,관리자,3등급,20220411,F
1,사천,청소년,출장,14,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,2등급,20220411,F
2,부천,청소년,출장,17,관리자,참가증,20220411,M
4,익산,성인,출장,19,관리자,2등급,20220411,M
2,부천,청소년,출장,18,관리자,참가증,20220411,F
1,천안,성인,일반,23,관리자,참가증,20220411,M
1,의정부,성인,일반,62,관리자,2등급,20220411,M
1,태백,성인,일반,22,관리자,2등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,M
1,강릉,청소년,출장,14,관리자,2등급,20220411,M
1,중구(서울),청소년,출장,15,관리자,참가증,20220411,F
1,나주,청소년,출장,17,관리자,3등급,20220411,M
1,전주,청소년,출장,13,관리자,2등급,20220411,M
1,중구(서울),청소년,출장,15,관리자,참가증,20220411,F
1,중구(서울),청소년,출장,16,관리자,참가증,20220411,F
2,남원,청소년,출장,15,관리자,참가증,20220411,F
1,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,M
3,시흥,성인,일반,19,관리자,3등급,20220411,F
1,중구(서울),청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,중구(서울),청소년,출장,15,관리자,참가증,20220411,F
1,KSPO송파(출장A),청소년,출장,17,관리자,2등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,사천,유소년,출장,12,관리자,참가증,20220411,M
1,사천,유소년,출장,12,관리자,참가증,20220411,M
1,사상,성인,일반,20,관리자,참가증,20220411,M
2,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,M
1,시흥,노인,일반,74,관리자,참가증,20220411,F
1,부천,청소년,출장,16,관리자,참가증,20220411,F
2,남원,청소년,출장,14,관리자,3등급,20220411,F
1,남원,청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,M
1,전주,청소년,출장,13,관리자,3등급,20220411,M
1,서구(광주),청소년,출장,14,관리자,2등급,20220411,F
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,F
1,성남,청소년,출장,16,관리자,참가증,20220411,M
1,성남,청소년,출장,15,관리자,참가증,20220411,M
1,안동,성인,일반,19,관리자,참가증,20220411,M
1,성남,청소년,출장,15,관리자,2등급,20220411,M
1,서대문,성인,일반,61,,3등급,20220411,M
1,포항,성인,일반,29,인바디,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,성남,청소년,출장,16,관리자,2등급,20220411,M
2,성남,청소년,출장,16,관리자,참가증,20220411,F
1,부천,청소년,출장,15,관리자,참가증,20220411,M
2,성남,청소년,출장,16,관리자,3등급,20220411,F
2,성남,청소년,출장,17,관리자,참가증,20220411,F
1,성남,청소년,출장,17,관리자,참가증,20220411,M
2,성남,청소년,출장,16,관리자,1등급,20220411,M
2,강릉,청소년,출장,14,관리자,참가증,20220411,F
2,부천,청소년,출장,17,관리자,1등급,20220411,F
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,M
1,수원,청소년,일반,18,,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,M
2,성남,청소년,출장,17,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,2등급,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,전주,청소년,출장,13,관리자,참가증,20220411,M
1,전주,청소년,출장,13,관리자,참가증,20220411,F
1,구미,성인,일반,25,관리자,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,F
1,동구(부산),청소년,일반,18,,참가증,20220411,F
1,사천,청소년,출장,13,관리자,참가증,20220411,M
2,부천,청소년,출장,17,관리자,참가증,20220411,M
1,KSPO대구,성인,일반,42,,3등급,20220411,M
1,KSPO광주(출장),청소년,출장,15,관리자,참가증,20220411,M
1,나주,청소년,출장,17,관리자,참가증,20220411,F
1,나주,청소년,출장,17,관리자,참가증,20220411,F
7,양평,노인,일반,71,,3등급,20220411,M
1,KSPO광주(출장),청소년,출장,15,관리자,2등급,20220411,M
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
2,부천,청소년,출장,17,관리자,참가증,20220411,M
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
1,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
2,남원,청소년,출장,15,관리자,참가증,20220411,F
1,고양,성인,출장,44,관리자,참가증,20220411,M
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
2,삼척,청소년,출장,17,관리자,참가증,20220411,F
2,부천,청소년,출장,17,관리자,참가증,20220411,M
3,춘천,성인,일반,20,관리자,2등급,20220411,F
1,무안,청소년,출장,14,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,참가증,20220411,F
2,남원,청소년,출장,14,관리자,3등급,20220411,M
1,KSPO송파,노인,일반,80,관리자,1등급,20220411,F
2,남원,청소년,출장,14,관리자,2등급,20220411,M
2,강릉,청소년,출장,14,관리자,참가증,20220411,F
1,무안,청소년,출장,13,관리자,참가증,20220411,F
1,남구(울산),청소년,출장,16,관리자,3등급,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
3,삼척,청소년,출장,16,관리자,3등급,20220411,F
2,남원,청소년,출장,14,관리자,참가증,20220411,M
6,익산,청소년,출장,18,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,14,관리자,3등급,20220411,F
5,익산,청소년,출장,18,관리자,참가증,20220411,F
1,남구(울산),청소년,출장,16,관리자,참가증,20220411,F
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
2,경산,성인,일반,36,관리자,3등급,20220411,M
1,사하,성인,출장,19,관리자,참가증,20220411,M
2,남구(울산),청소년,출장,17,관리자,참가증,20220411,M
1,성남,청소년,출장,16,관리자,참가증,20220411,F
1,남구(울산),청소년,출장,16,관리자,참가증,20220411,F
2,성남,청소년,출장,16,관리자,3등급,20220411,F
3,남구(울산),청소년,출장,16,관리자,참가증,20220411,M
1,서구(대전),성인,일반,21,관리자,1등급,20220411,F
1,남구(부산),청소년,출장,13,관리자,3등급,20220411,F
1,성남,청소년,출장,17,관리자,참가증,20220411,M
2,성남,청소년,출장,17,관리자,참가증,20220411,M
2,성남,청소년,출장,16,관리자,참가증,20220411,F
2,성남,청소년,출장,16,관리자,참가증,20220411,M
1,성남,청소년,출장,16,관리자,참가증,20220411,M
5,KSPO광주(출장),청소년,출장,16,관리자,참가증,20220411,M
1,원주,노인,일반,65,관리자,3등급,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,무안,청소년,출장,13,관리자,3등급,20220411,M
2,강릉,청소년,출장,13,관리자,참가증,20220411,F
5,KSPO광주(출장),청소년,출장,16,관리자,2등급,20220411,M
2,남원,청소년,출장,15,관리자,참가증,20220411,F
1,남원,청소년,출장,14,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,M
4,KSPO광주(출장),청소년,출장,16,관리자,2등급,20220411,M
1,의정부,노인,일반,71,관리자,3등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
3,목포,청소년,출장,17,관리자,3등급,20220411,F
2,남원,청소년,출장,14,관리자,2등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
2,남원,청소년,출장,15,관리자,3등급,20220411,F
2,충주,청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,전주,청소년,출장,13,관리자,2등급,20220411,F
1,KSPO대구,성인,일반,57,,참가증,20220411,M
1,목포,청소년,출장,17,관리자,참가증,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,3등급,20220411,F
1,남원,청소년,출장,15,관리자,2등급,20220411,M
1,강릉,청소년,출장,13,관리자,참가증,20220411,M
1,KSPO광주(출장),청소년,출장,15,관리자,3등급,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,F
1,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,김천,성인,일반,28,관리자,2등급,20220411,M
1,충주,청소년,출장,14,관리자,참가증,20220411,M
2,충주,청소년,출장,15,관리자,참가증,20220411,F
2,충주,청소년,출장,14,관리자,1등급,20220411,F
1,중구(서울),청소년,출장,16,관리자,참가증,20220411,F
1,충주,청소년,출장,14,관리자,참가증,20220411,F
2,남원,청소년,출장,15,관리자,3등급,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
2,남원,청소년,출장,14,관리자,3등급,20220411,M
2,남원,청소년,출장,14,관리자,2등급,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
2,남원,청소년,출장,15,관리자,참가증,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,M
1,전주,청소년,출장,13,관리자,1등급,20220411,M
1,전주,청소년,출장,13,관리자,3등급,20220411,M
1,전주,유소년,출장,12,관리자,3등급,20220411,F
1,진천,성인,일반,37,관리자,참가증,20220411,M
2,부천,청소년,출장,18,관리자,참가증,20220411,M
2,부천,청소년,출장,17,관리자,참가증,20220411,F
2,남원,청소년,출장,14,관리자,참가증,20220411,M
2,부천,청소년,출장,17,관리자,참가증,20220411,F
2,남원,청소년,출장,14,관리자,참가증,20220411,F
2,남원,청소년,출장,14,관리자,참가증,20220411,M
1,춘천,성인,일반,64,관리자,참가증,20220411,M
1,마포,성인,일반,29,관리자,1등급,20220411,M
2,제주,성인,일반,24,관리자,3등급,20220411,M
2,부천,청소년,출장,17,관리자,3등급,20220411,M
1,KSPO광주(출장),청소년,출장,16,관리자,1등급,20220411,M
2,부천,청소년,출장,17,관리자,참가증,20220411,F
1,춘천,성인,일반,23,관리자,3등급,20220411,F
1,부천,청소년,출장,17,관리자,참가증,20220411,M
2,부천,청소년,출장,17,관리자,참가증,20220411,M
3,오산,성인,일반,56,관리자,참가증,20220411,F
1,오산,청소년,일반,18,관리자,2등급,20220411,M
2,남원,청소년,출장,15,관리자,참가증,20220411,M
1,군산,성인,일반,42,관리자,참가증,20220411,F
1,의정부,성인,일반,40,관리자,참가증,20220411,F
1,사하,성인,출장,19,관리자,2등급,20220411,F
1,사천,청소년,출장,14,관리자,참가증,20220411,M
1,무안,청소년,출장,13,관리자,3등급,20220411,M
1,무안,청소년,출장,13,관리자,참가증,20220411,M
2,강릉,청소년,출장,14,관리자,참가증,20220411,M
1,사하,청소년,출장,18,관리자,1등급,20220411,M
1,무안,청소년,출장,14,관리자,2등급,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
3,익산,청소년,출장,18,관리자,1등급,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,13,관리자,3등급,20220411,F
1,서구(광주),청소년,출장,13,관리자,3등급,20220411,M
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
1,나주,청소년,출장,16,관리자,3등급,20220411,F
2,강릉,청소년,출장,13,관리자,참가증,20220411,F
1,사천,유소년,출장,12,관리자,참가증,20220411,M
1,사천,유소년,출장,12,관리자,3등급,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,F
1,마포,청소년,일반,18,관리자,참가증,20220411,M
1,창원,성인,일반,27,관리자,3등급,20220411,M
1,경산,성인,출장,21,관리자,참가증,20220411,M
2,남구(울산),청소년,출장,16,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,M
1,경산,성인,출장,20,관리자,참가증,20220411,M
1,무안,청소년,출장,14,관리자,3등급,20220411,M
1,시흥,성인,일반,64,관리자,참가증,20220411,F
2,창원,성인,일반,21,관리자,1등급,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,15,관리자,3등급,20220411,M
1,서구(광주),청소년,출장,14,관리자,참가증,20220411,M
4,익산,청소년,출장,18,관리자,1등급,20220411,F
2,강릉,청소년,출장,14,관리자,2등급,20220411,F
5,익산,청소년,출장,18,관리자,2등급,20220411,F
1,서구(광주),청소년,출장,15,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,무안,청소년,출장,13,관리자,2등급,20220411,M
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,무안,청소년,출장,14,관리자,참가증,20220411,M
1,무안,청소년,출장,14,관리자,참가증,20220411,F
2,강릉,청소년,출장,15,관리자,참가증,20220411,F
1,무안,청소년,출장,15,관리자,3등급,20220411,M
2,강릉,청소년,출장,14,관리자,2등급,20220411,F
1,무안,청소년,출장,14,관리자,3등급,20220411,F
2,강릉,청소년,출장,14,관리자,참가증,20220411,M
2,동구(광주),성인,출장,20,관리자,2등급,20220411,F
1,무안,청소년,출장,14,관리자,참가증,20220411,M
1,무안,청소년,출장,14,관리자,2등급,20220411,F
2,동작,성인,일반,55,관리자,참가증,20220411,F
1,강릉,청소년,출장,13,관리자,3등급,20220411,F
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
1,무안,청소년,출장,14,관리자,참가증,20220411,F
1,오산,성인,일반,22,관리자,참가증,20220411,F
1,남구(부산),청소년,출장,14,관리자,3등급,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,M
1,남구(부산),청소년,출장,13,관리자,참가증,20220411,F
2,동구(광주),성인,출장,20,관리자,참가증,20220411,M
1,강릉,청소년,출장,13,관리자,2등급,20220411,F
2,동구(광주),성인,출장,19,관리자,참가증,20220411,M
1,동구(광주),성인,출장,20,관리자,참가증,20220411,M
1,강릉,청소년,출장,13,관리자,3등급,20220411,F
1,태백,성인,일반,22,관리자,3등급,20220411,M
1,무안,청소년,출장,14,관리자,참가증,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,M
1,남구(부산),청소년,출장,14,관리자,3등급,20220411,F
1,남구(부산),청소년,출장,14,관리자,3등급,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,F
1,동구(광주),성인,출장,20,관리자,참가증,20220411,M
1,무안,청소년,출장,13,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,강릉,청소년,출장,13,관리자,참가증,20220411,F
2,동구(광주),성인,출장,19,관리자,3등급,20220411,M
1,강릉,청소년,출장,13,관리자,참가증,20220411,F
2,성남,청소년,출장,16,관리자,3등급,20220411,M
1,전주,청소년,출장,13,관리자,3등급,20220411,F
1,창원,성인,일반,27,관리자,3등급,20220411,M
1,무안,청소년,출장,14,관리자,2등급,20220411,F
1,전주,청소년,출장,13,관리자,참가증,20220411,M
1,무안,청소년,출장,15,관리자,2등급,20220411,M
2,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
1,전주,유소년,출장,12,관리자,참가증,20220411,F
1,전주,유소년,출장,12,관리자,참가증,20220411,M
1,중구(서울),청소년,출장,17,관리자,참가증,20220411,F
1,중구(서울),청소년,출장,17,관리자,3등급,20220411,F
2,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
1,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
2,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
1,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
2,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
2,KSPO송파(출장A),청소년,출장,17,관리자,참가증,20220411,M
1,KSPO송파(출장A),청소년,출장,16,관리자,참가증,20220411,M
1,청주,성인,일반,23,관리자,2등급,20220411,M
1,남구(울산),청소년,출장,15,관리자,참가증,20220411,F
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,M
1,나주,청소년,출장,16,관리자,참가증,20220411,F
1,나주,청소년,출장,16,관리자,참가증,20220411,M
1,서구(광주),청소년,출장,13,관리자,참가증,20220411,F
1,나주,청소년,출장,16,관리자,참가증,20220411,M
1,나주,청소년,출장,18,관리자,참가증,20220411,F
2,남구(울산),청소년,출장,16,관리자,참가증,20220411,F
1,사천,유소년,출장,12,관리자,2등급,20220411,M
1,사천,청소년,출장,13,관리자,3등급,20220411,M
1,사천,청소년,출장,13,관리자,참가증,20220411,M
